name,state,city,category,rating,entry_fee,visit_duration,best_time,id,image_url,latitude,longitude,activities,hidden_gems,nearest_airport,nearest_railway,cuisine,safety_rating,search_tags
LuLu International Shopping Mall,Kerala,Kochi,Mall,4.6,0.0,3.0,All,lulu_inter_shopping_mall_kochi_kerala,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'kerala', 'kochi', 'lulu international shopping mall', 'mall']"
Rail Museum,Delhi,New Delhi,Museum,4.4,50.0,2.0,Morning,rail__new_delhi_delhi,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['delhi', 'morning', 'museum', 'new delhi', 'rail museum']"
Living Root Bridge,Meghalaya,Cherrapunji,Natural Feature,4.6,0.0,2.0,Morning,living_root_bridge_cherrapunji_meghalaya,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['cherrapunji', 'living root bridge', 'meghalaya', 'morning', 'natural feature']"
Agra Fort,Uttar Pradesh,Agra,Fort,4.5,40.0,2.0,Afternoon,agra__agra_uttar_pradesh,https://placehold.co/800x600/png?text=Voyara,,,"Sunrise Taj Mahal visit, Fort tours, Yamuna riverside views, Heritage walks","Mehtab Bagh at sunset, Less-known viewpoints along Yamuna",Agra Airport (Pandit Deen Dayal Upadhyay),Agra Cantt,"Petha sweets, Mughlai dishes",8.0,"['afternoon', 'agra', 'agra fort', 'fort', 'fort tours', 'heritage walks', 'sunrise taj mahal visit', 'uttar pradesh', 'yamuna riverside views']"
Madhya Pradesh Tribal Museum,Madhya Pradesh,Bhopal,Museum,4.7,10.0,2.0,All,madhya_pradesh_tribal__bhopal_madhya_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'bhopal', 'madhya pradesh', 'madhya pradesh tribal museum', 'museum']"
Albert Hall Museum,Rajasthan,Jaipur,Museum,4.5,200.0,2.0,All,albert_hall__jaipur_rajasthan,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['albert hall museum', 'all', 'jaipur', 'museum', 'rajasthan']"
Backwaters,,,Natural,4.665697674418604,0.0,2.0,Morning,backwaters__,https://placehold.co/800x600/png?text=Voyara,9.493475,76.33971100000001,,,,,,8.0,"['backwaters', 'natural']"
Beas River,,,Natural,4.2,0.0,2.0,Morning,beas___,https://placehold.co/800x600/png?text=Voyara,32.245561,77.193695,,,,,,8.0,"['beas river', 'natural']"
Botanical Garden,,,Natural,4.383832335329341,0.0,2.0,Morning,botanical___,https://placehold.co/800x600/png?text=Voyara,11.41101,76.702349,,,,,,8.0,"['botanical garden', 'natural']"
Brindavan Gardens,,,Natural,4.31046511627907,0.0,2.0,Morning,brindavan_s__,https://placehold.co/800x600/png?text=Voyara,12.425598,76.56819300000001,,,,,,8.0,"['brindavan gardens', 'natural']"
Chamundi Hill,,,Religious,4.4100591715976325,0.0,2.0,Morning,chamundi___,https://placehold.co/800x600/png?text=Voyara,12.268626,76.67197300000001,,,,,,8.0,"['chamundi hill', 'religious']"
Chhatrapati Shivaji Museum,,,Cultural,4.445348837209303,0.0,2.0,Morning,chhatrapati_shivaji___,https://placehold.co/800x600/png?text=Voyara,18.930374,72.835295,,,,,,8.0,"['chhatrapati shivaji museum', 'cultural']"
Doddabetta Peak,,,Natural,4.239411764705882,0.0,2.0,Morning,doddabetta_peak__,https://placehold.co/800x600/png?text=Voyara,11.394767,76.736744,,,,,,8.0,"['doddabetta peak', 'natural']"
Durgakund Temple,,,Religious,4.299447513812155,0.0,2.0,Morning,durgakund___,https://placehold.co/800x600/png?text=Voyara,25.2961,82.993176,,,,,,8.0,"['durgakund temple', 'religious']"
Durgiana Temple,,,Religious,4.385380116959064,0.0,2.0,Morning,durgiana___,https://placehold.co/800x600/png?text=Voyara,31.620694,74.861919,,,,,,8.0,"['durgiana temple', 'religious']"
Emerald Lake,,,Natural,3.9857142857142858,0.0,2.0,Morning,emerald___,https://placehold.co/800x600/png?text=Voyara,11.440126,76.722871,,,,,,8.0,"['emerald lake', 'natural']"
Gandhi Museum,,,Cultural,4.19367816091954,0.0,2.0,Morning,gandhi___,https://placehold.co/800x600/png?text=Voyara,9.918626,78.11224,,,,,,8.0,"['cultural', 'gandhi museum']"
Gulmarg Gondola,,,Natural,4.65421686746988,0.0,2.0,Morning,gulmarg_gondola__,https://placehold.co/800x600/png?text=Voyara,34.055245000000006,74.383946,,,,,,8.0,"['gulmarg gondola', 'natural']"
Hadimba Temple,,,Religious,4.468452380952381,0.0,2.0,Morning,hadimba___,https://placehold.co/800x600/png?text=Voyara,32.242655000000006,77.193068,,,,,,8.0,"['hadimba temple', 'religious']"
Hazratbal Shrine,,,Religious,4.501775147928994,0.0,2.0,Morning,hazratbal_shrine__,https://placehold.co/800x600/png?text=Voyara,34.128423,74.831554,,,,,,8.0,"['hazratbal shrine', 'religious']"
Jal Mahal,,,Natural,4.1969879518072295,0.0,2.0,Morning,jal_mahal__,https://placehold.co/800x600/png?text=Voyara,26.955289,75.846582,,,,,,8.0,"['jal mahal', 'natural']"
Juhu Beach,,,Natural,3.902923976608187,0.0,2.0,Morning,juhu___,https://placehold.co/800x600/png?text=Voyara,19.083921,72.824577,,,,,,8.0,"['juhu beach', 'natural']"
Karanji Lake,,,Natural,4.094252873563218,0.0,2.0,Morning,karanji___,https://placehold.co/800x600/png?text=Voyara,12.297936,76.649413,,,,,,8.0,"['karanji lake', 'natural']"
Koodal Azhagar Temple,,,Religious,4.1159763313609465,0.0,2.0,Morning,koodal_azhagar___,https://placehold.co/800x600/png?text=Voyara,9.908945,78.116507,,,,,,8.0,"['koodal azhagar temple', 'religious']"
Krishnapuram Palace,,,Historic,4.093604651162791,0.0,2.0,Morning,krishnapuram___,https://placehold.co/800x600/png?text=Voyara,9.157391,76.52899400000001,,,,,,8.0,"['historic', 'krishnapuram palace']"
Manu Temple,,,Religious,4.034857142857143,0.0,2.0,Morning,manu___,https://placehold.co/800x600/png?text=Voyara,32.261777,77.17483,,,,,,8.0,"['manu temple', 'religious']"
Marari Beach,,,Natural,4.403048780487805,0.0,2.0,Morning,marari___,https://placehold.co/800x600/png?text=Voyara,9.581759,76.298118,,,,,,8.0,"['marari beach', 'natural']"
Meenakshi Temple,,,Religious,4.642857142857143,0.0,2.0,Morning,meenakshi___,https://placehold.co/800x600/png?text=Voyara,9.919018,78.120913,,,,,,8.0,"['meenakshi temple', 'religious']"
Mughal Gardens,,,Natural,4.395953757225434,0.0,2.0,Morning,mughal_s__,https://placehold.co/800x600/png?text=Voyara,34.121399,74.86692000000001,,,,,,8.0,"['mughal gardens', 'natural']"
Munroe Island,,,Natural,4.244186046511628,0.0,2.0,Morning,munroe_island__,https://placehold.co/800x600/png?text=Voyara,9.098254,76.54491300000001,,,,,,8.0,"['munroe island', 'natural']"
Mysore Zoo,,,Natural,4.260818713450292,0.0,2.0,Morning,mysore_zoo__,https://placehold.co/800x600/png?text=Voyara,12.301029,76.654451,,,,,,8.0,"['mysore zoo', 'natural']"
Nahargarh Fort,,,Historic,4.371022727272727,0.0,2.0,Morning,nahargarh___,https://placehold.co/800x600/png?text=Voyara,26.947578,75.810858,,,,,,8.0,"['historic', 'nahargarh fort']"
Old Manali,,,Cultural,4.092528735632184,0.0,2.0,Morning,old_manali__,https://placehold.co/800x600/png?text=Voyara,32.26093,77.171346,,,,,,8.0,"['cultural', 'old manali']"
Ooty Toy Train,,,Cultural,4.555828220858896,0.0,2.0,Morning,ooty_toy_train__,https://placehold.co/800x600/png?text=Voyara,11.413629,76.688772,,,,,,8.0,"['cultural', 'ooty toy train']"
Pari Mahal,,,Historic,4.143274853801169,0.0,2.0,Morning,pari_mahal__,https://placehold.co/800x600/png?text=Voyara,34.081578,74.84704599999999,,,,,,8.0,"['historic', 'pari mahal']"
Partition Museum,,,Cultural,4.280434782608696,0.0,2.0,Morning,partition___,https://placehold.co/800x600/png?text=Voyara,31.630107,74.872439,,,,,,8.0,"['cultural', 'partition museum']"
Ramnagar Fort,,,Historic,4.080473372781065,0.0,2.0,Morning,ramnagar___,https://placehold.co/800x600/png?text=Voyara,25.281045,83.03627900000001,,,,,,8.0,"['historic', 'ramnagar fort']"
Rohtang Pass,,,Natural,4.4820224719101125,0.0,2.0,Morning,rohtang_pass__,https://placehold.co/800x600/png?text=Voyara,32.372213,77.250123,,,,,,8.0,"['natural', 'rohtang pass']"
Rose Garden,,,Natural,4.236571428571429,0.0,2.0,Morning,rose___,https://placehold.co/800x600/png?text=Voyara,11.416971,76.70666700000001,,,,,,8.0,"['natural', 'rose garden']"
Samanar Hills,,,Natural,3.9591954022988505,0.0,2.0,Morning,samanar_s__,https://placehold.co/800x600/png?text=Voyara,9.963703,77.968203,,,,,,8.0,"['natural', 'samanar hills']"
Sarnath,,,Historic,4.396531791907514,0.0,2.0,Morning,sarnath__,https://placehold.co/800x600/png?text=Voyara,25.375976,83.020431,,,,,,8.0,"['historic', 'sarnath']"
Shankaracharya Temple,,,Religious,4.438728323699422,0.0,2.0,Morning,shankaracharya___,https://placehold.co/800x600/png?text=Voyara,34.091097,74.85169499999999,,,,,,8.0,"['religious', 'shankaracharya temple']"
St. Philomena's Church,,,Religious,4.500546448087432,0.0,2.0,Morning,st_philomena_s___,https://placehold.co/800x600/png?text=Voyara,12.314048,76.660743,,,,,,8.0,"['religious', ""st. philomena's church""]"
Thirumalai Nayakkar Palace,,,Historic,4.264,0.0,2.0,Morning,thirumalai_nayakkar___,https://placehold.co/800x600/png?text=Voyara,9.915033,78.122395,,,,,,8.0,"['historic', 'thirumalai nayakkar palace']"
Varanasi Ghats,,,Religious,4.557627118644068,0.0,2.0,Morning,varanasi_ghats__,https://placehold.co/800x600/png?text=Voyara,25.315917,83.00995400000001,,,,,,8.0,"['religious', 'varanasi ghats']"
Goa,,,Attraction,4.3,0.0,2.0,Morning,goa__,https://placehold.co/800x600/png?text=Voyara,,,"Beach hopping, Water sports, Temple and church visits, Ayurveda spas, Nightlife, River cruise","Palolem Beach, Agonda Beach, Arambol Beach, Morjim Beach, Netravali Lake, Tambdi Surla Temple",Dabolim Airport,Margao Railway Station,"Goan fish curry rice, Prawn balchao, Pork vindaloo, Bebinca, Feni",7.0,"['ayurveda spas', 'beach hopping', 'goa', 'nightlife', 'river cruise', 'temple and church visits', 'water sports']"
Ladakh (Leh),,,Attraction,4.3,0.0,2.0,Morning,ladakh___,https://placehold.co/800x600/png?text=Voyara,,,"High-altitude trekking, Motorbike touring, River rafting (Zanskar), Monastery visits, Camping, 4x4 road trips","Turtuk (in Nubra region), Alchi Monastery, Hemis National Park, Remote villages like Hanle",Kushok Bakula Rimpochee Airport (Leh),Jammu Tawi,"Momos, Thukpa, Butter tea, Skyu, Apricot products",8.0,"['4x4 road trips', 'camping', 'high-altitude trekking', 'ladakh (leh)', 'monastery visits', 'motorbike touring', 'river rafting (zanskar)']"
Jaipur,,,Attraction,4.3,0.0,2.0,Morning,jaipur__,https://placehold.co/800x600/png?text=Voyara,,,"Fort tours, Guided heritage walks, Food walks, Shopping in bazaars, Light and sound shows","Panna Meena ka Kund, Albert Hall Museum at night, Stone observatory corners at Jantar Mantar",Jaipur International Airport,Jaipur Junction,"Dal Baati Churma, Ghewar, Kachori, Laal Maas (for non-vegetarians)",8.0,"['food walks', 'fort tours', 'guided heritage walks', 'jaipur', 'light and sound shows', 'shopping in bazaars']"
Varanasi (Kashi),,,Attraction,4.3,0.0,2.0,Morning,varanasi___,https://placehold.co/800x600/png?text=Voyara,,,"Sunrise boat ride, Evening Ganga Aarti viewing, Temple visits, Old city walking tours, Sarnath day trip","Less crowded ghats upriver, Small akharas and ashrams, Quiet lanes behind ghats",Lal Bahadur Shastri Airport,Varanasi Junction / Kashi,"Kachori-sabzi, Banarasi paan, Lassi, Street chaat",7.0,"['evening ganga aarti viewing', 'old city walking tours', 'sarnath day trip', 'sunrise boat ride', 'temple visits', 'varanasi (kashi)']"
Udaipur,,,Attraction,4.3,0.0,2.0,Morning,udaipur__,https://placehold.co/800x600/png?text=Voyara,,,"Boat rides, Palace tours, Sunset viewpoints, Heritage walks","Monsoon Palace (Sajjangarh), Lesser-known ghats on Lake Pichola",Maharana Pratap Airport (Dabok),Udaipur City,"Dal Baati Churma, Mirchi vada, Mawa kachori",8.0,"['boat rides', 'heritage walks', 'palace tours', 'sunset viewpoints', 'udaipur']"
Kerala Backwaters (Alappuzha & Kumarakom),,,Attraction,4.3,0.0,2.0,Morning,kerala_backwaters___,https://placehold.co/800x600/png?text=Voyara,,,"Houseboat overnight stay, Canoe rides, Village walks, Bird watching","Smaller village-based homestays, Sunrise canoe rides in narrow canals",Cochin International Airport,Alappuzha / Kottayam,"Karimeen pollichathu, Meen curry, Appam with stew",8.0,"['bird watching', 'canoe rides', 'houseboat overnight stay', 'kerala backwaters (alappuzha & kumarakom)', 'village walks']"
Coorg (Kodagu),,,Attraction,4.3,0.0,2.0,Morning,coorg___,https://placehold.co/800x600/png?text=Voyara,,,"Plantation walks, Short treks, Elephant interaction (check ethics), Scooter/jeep tours","Smaller private waterfalls (with permission), Interior village trails",Kannur / Mangalore (via road),Mysuru / Hassan (by road connections),"Pandi curry (pork), Kadumbuttu (rice dumplings), Noolputtu",8.0,"['coorg (kodagu)', 'elephant interaction (check ethics)', 'plantation walks', 'scooter/jeep tours', 'short treks']"
Ziro Valley,,,Attraction,4.3,0.0,2.0,Morning,ziro_valley__,https://placehold.co/800x600/png?text=Voyara,,,"Village walks, Cultural immersion, Short hikes, Music festival attendance","Smaller village trails, Local bamboo bridges, Farmer-led experiences",Lilabari (Assam) / Donyi Polo (Itanagar),Naharlagun / North Lakhimpur (via road),"Local rice beer (for those who drink), Apatani smoked meat and vegetable dishes",8.0,"['cultural immersion', 'music festival attendance', 'short hikes', 'village walks', 'ziro valley']"
Mawlynnong & nearby (including Living Root Bridges region),,,Attraction,4.3,0.0,2.0,Morning,mawlynnong_and_nearby___,https://placehold.co/800x600/png?text=Voyara,,,"Village walks, Short treks, Viewpoint climbs, Nature photography","Less-visited root bridges, Quiet walking paths around the village",Shillong / Guwahati,Guwahati,"Jadoh (rice and meat dish where available), Local snacks and tea",8.0,"['mawlynnong & nearby (including living root bridges region)', 'nature photography', 'short treks', 'viewpoint climbs', 'village walks']"
Shimla,,,Attraction,4.3,0.0,2.0,Morning,shimla__,https://placehold.co/800x600/png?text=Voyara,,,"Leisure walks on Mall Road, Toy train ride, Temple visits, Short hikes, Snow activities in season (Kufri)","Heritage walk around Viceregal Lodge area, Less crowded viewpoints beyond main Ridge",Shimla Airport (Jubberhatti),Kalka (for toy train) / Shimla,"Siddu (local bread), Madra, Traditional Himachali thali",8.0,"['leisure walks on mall road', 'shimla', 'short hikes', 'snow activities in season (kufri)', 'temple visits', 'toy train ride']"
Dharamshala & McLeod Ganj,,,Attraction,4.3,0.0,2.0,Morning,dharamshala_and_mcleod_ganj__,https://placehold.co/800x600/png?text=Voyara,,,"Monastery visits, Short hikes, Triund day/overnight trek, Food and cafe hopping, Tibetan culture walks","Norbulingka Institute gardens, Small cafes with valley views, Quieter trails beyond Bhagsu",Kangra (Gaggal) Airport,Pathankot (major),"Tibetan momos, Thukpa, Tingmo, Local bakery items",8.0,"['dharamshala & mcleod ganj', 'food and cafe hopping', 'monastery visits', 'short hikes', 'tibetan culture walks', 'triund day/overnight trek']"
Manali,,,Attraction,4.3,0.0,2.0,Morning,manali__,https://placehold.co/800x600/png?text=Voyara,,,"Paragliding (in Solang, seasonal, weather-based), River rafting (in Kullu region, seasonal), Skiing/snow play near Rohtang or Solang in season, Short treks, Cafe-hopping","Villages around Old Manali and Vashisht, Less-crowded viewpoints along Beas",Kullu–Manali (Bhuntar) Airport,Joginder Nagar / Chandigarh (road connects),"Siddu, Trout fish (where available), Local thali",8.0,"['cafe-hopping', 'manali', 'paragliding (in solang', 'river rafting (in kullu region', 'seasonal', 'seasonal)', 'short treks', 'skiing/snow play near rohtang or solang in season', 'weather-based)']"
Tawang,,,Attraction,4.3,0.0,2.0,Morning,tawang__,https://placehold.co/800x600/png?text=Voyara,,,"Monastery visits, High-mountain drives, Short walks to lakes, War memorial visits","Smaller monasteries and villages around Tawang, Less-visited lakes off the main road (with local guidance)","Tezpur / Guwahati (Assam, by road)",Rangiya / Guwahati,"Thukpa, Momos, Simple local stews",7.0,"['high-mountain drives', 'monastery visits', 'short walks to lakes', 'tawang', 'war memorial visits']"
Spiti Valley,,,Attraction,4.3,0.0,2.0,Morning,spiti_valley__,https://placehold.co/800x600/png?text=Voyara,,,"Road trips, High-altitude village stays, Monastery visits, Trekking (short and multi-day), Stargazing","Remote villages like Langza, Hikkim, Komik, Non-touristy homestay experiences",Bhuntar (Kullu) / Shimla (via road),Joginder Nagar / Shimla (via road),"Momos, Thukpa, Butter tea, Local breads and lentil dishes",7.0,"['high-altitude village stays', 'monastery visits', 'road trips', 'spiti valley', 'stargazing', 'trekking (short and multi-day)']"
Pangong Lake (Pangong Tso),,,Attraction,4.3,0.0,2.0,Morning,pangong___,https://placehold.co/800x600/png?text=Voyara,,,"Lakeside walks, Photography, Simple camping or tent stays, Short hikes around villages","Less-crowded stretches of lake accessed by short walks, Small homestays back from main tent rows",Leh Kushok Bakula Rimpochee Airport,Jammu Tawi,"Simple thukpa, Momos, Tea and basic homely meals",8.0,"['lakeside walks', 'pangong lake (pangong tso)', 'photography', 'short hikes around villages', 'simple camping or tent stays']"
Munnar,,,Attraction,4.3,0.0,2.0,Morning,munnar__,https://placehold.co/800x600/png?text=Voyara,,,"Plantation walks, Viewpoint drives, Short treks, Boating at dams, Wildlife sighting (Eravikulam)","Less-visited plantations and village roads, Smaller waterfalls on side routes",Cochin International Airport,Aluva / Ernakulam (by road from Kochi),"Appam with stew, Kerala meals on banana leaf, Local fish curries (downhill areas)",8.0,"['boating at dams', 'munnar', 'plantation walks', 'short treks', 'viewpoint drives', 'wildlife sighting (eravikulam)']"
Kanyakumari,,,Attraction,4.3,0.0,2.0,Morning,kanyakumari__,https://placehold.co/800x600/png?text=Voyara,,,"Sunrise and sunset viewing, Ferry ride to Vivekananda Rock, Temple visits, Coastal walks, Photography","Early-morning beach walks near Sunrise Point, Less-crowded stretches of coastline beyond main ghat",Trivandrum International Airport,Kanyakumari,"South Indian tiffin items, Fresh coconut-based dishes, Local fish preparations (outside temple zones)",8.0,"['coastal walks', 'ferry ride to vivekananda rock', 'kanyakumari', 'photography', 'sunrise and sunset viewing', 'temple visits']"
"Rann of Kutch (White Desert, Dhordo)",,,Attraction,4.3,0.0,2.0,Morning,rann_of_kutch___,https://placehold.co/800x600/png?text=Voyara,,,"Sunrise and sunset walks on the salt desert, Cultural shows and folk performances, Camel cart rides, Shopping for local handicrafts","Quieter edges of the White Desert away from main tent-city access points, Small artisan villages producing textiles and embroidery",Bhuj Airport,Bhuj,"Gujarati thali, Local snacks like fafda, jalebi, Millet-based village dishes",8.0,"['camel cart rides', 'cultural shows and folk performances', 'rann of kutch (white desert, dhordo)', 'shopping for local handicrafts', 'sunrise and sunset walks on the salt desert']"
Dhanushkodi (Ghost Town & Beach),,,Attraction,4.3,0.0,2.0,Morning,dhanushkodi___,https://placehold.co/800x600/png?text=Voyara,,,"Beach walks, Exploring ruins (church, railway station remains), Jeep rides along sandy stretches (where allowed), Birdwatching","Less-visited stretches of beach away from main parking area, Remains of old railway and church structures in quieter corners",Madurai Airport,Rameswaram,"Simple South Indian meals in Rameswaram, Fresh seafood (where available and appropriate)",7.0,"['beach walks', 'birdwatching', 'dhanushkodi (ghost town & beach)', 'exploring ruins (church', 'jeep rides along sandy stretches (where allowed)', 'railway station remains)']"
Gokarna,,,Attraction,4.3,0.0,2.0,Morning,gokarna__,https://placehold.co/800x600/png?text=Voyara,,,"Beach hopping and trekking along coast, Swimming and sunbathing (conditions permitting), Temple visits, Cafe hopping and yoga retreats","Cliff-top viewpoints between Om and Half Moon beaches, Small, less-crowded stretches of Kudle and Om",Goa (Dabolim/MOPA) / Hubballi,Gokarna Road,"Local fish thali (for non-vegetarians), South Indian tiffin, Simple coastal curries",8.0,"['beach hopping and trekking along coast', 'cafe hopping and yoga retreats', 'gokarna', 'swimming and sunbathing (conditions permitting)', 'temple visits']"
Pondicherry (Puducherry),,,Attraction,4.3,0.0,2.0,Morning,pondicherry___,https://placehold.co/800x600/png?text=Voyara,,,"Cycling/walking in heritage streets, Beachfront walks, Café and restaurant visits, Ashram and Matrimandir (Auroville) visits","Quiet side-streets in White Town, Lesser-known cafes and art spaces",Puducherry (limited) / Chennai,Puducherry,"Crepes and baked goods in cafes, Fresh seafood at coastal restaurants, South Indian meals and filter coffee",8.0,"['ashram and matrimandir (auroville) visits', 'beachfront walks', 'café and restaurant visits', 'cycling/walking in heritage streets', 'pondicherry (puducherry)']"
Hampi,,,Attraction,4.3,0.0,2.0,Morning,hampi__,https://placehold.co/800x600/png?text=Voyara,,,"Heritage site touring by cycle, on foot or auto, Short hikes to viewpoints, Coracle rides in Tungabhadra (seasonal & local rules), Rock and boulder exploration","Sunrise from Matanga or Anjanadri Hill, Lesser-known ruins beyond main temple clusters",Jindal Vijayanagar Airport (Vidyanagar) / Hubballi,Hospet Junction,"South Indian tiffin, Simple local thalis",8.0,"['coracle rides in tungabhadra (seasonal & local rules)', 'hampi', 'heritage site touring by cycle', 'on foot or auto', 'rock and boulder exploration', 'short hikes to viewpoints']"
Araku Valley,,,Attraction,4.3,0.0,2.0,Morning,araku_valley__,https://placehold.co/800x600/png?text=Voyara,,,"Valley train ride, Viewpoint visiting, Coffee estate visits, Museum and cultural experiences","Small village walks off main market road, Less-known viewpoints on side roads",Visakhapatnam Airport,Araku (via scenic Vizag-Araku railway),"Andhra-style meals, Local bamboo chicken (where available), Valley-grown coffee",8.0,"['araku valley', 'coffee estate visits', 'museum and cultural experiences', 'valley train ride', 'viewpoint visiting']"
Havelock Island (Swaraj Dweep),,,Attraction,4.3,0.0,2.0,Morning,havelock_island___,https://placehold.co/800x600/png?text=Voyara,,,"Beach walks and sunset at Radhanagar, Snorkelling and scuba diving, Sea walking and other water sports (Elephant Beach), Cycling or scooty rides","Neil’s Cove lagoon at the far end of Radhanagar Beach.[web:216], Quieter stretches of Kalapathar Beach during early mornings",Port Blair (Veer Savarkar International Airport),None (island; access via ferry from Port Blair),"Fresh grilled seafood, Coconut-based curries, Island-style Indian and continental dishes",9.0,"['beach walks and sunset at radhanagar', 'cycling or scooty rides', 'havelock island (swaraj dweep)', 'sea walking and other water sports (elephant beach)', 'snorkelling and scuba diving']"
Neil Island (Shaheed Dweep),,,Attraction,4.3,0.0,2.0,Morning,neil_island___,https://placehold.co/800x600/png?text=Voyara,,,"Glass-bottom boat rides and snorkelling at Bharatpur.[web:220][web:223], Sunset viewing at Laxmanpur Beach.[web:220][web:223], Sunrise at Sitapur Beach and cycling around island.[web:220][web:223], Casual beach walks and photography","Quiet interior village roads ideal for cycling.[web:223], Less-crowded stretches of Laxmanpur away from main sunset point",Port Blair (via ferry),None (island; ferry access only),"Fresh fish curries, Bengali-style dishes at Neil Kendra.[web:223], Coconut-based sweets and snacks",9.0,"['casual beach walks and photography', 'glass-bottom boat rides and snorkelling at bharatpur.[web:220][web:223]', 'neil island (shaheed dweep)', 'sunrise at sitapur beach and cycling around island.[web:220][web:223]', 'sunset viewing at laxmanpur beach.[web:220][web:223]']"
Shillong,,,Attraction,4.3,0.0,2.0,Morning,s_ong__,https://placehold.co/800x600/png?text=Voyara,,,"City walks and cafes, Market shopping, Short drives to viewpoints and nearby falls","Local cafes and live-music venues, Quiet neighbourhood walks away from main market",Shillong Airport (Umroi) / Guwahati,Guwahati (major railhead),"Jadoh (rice and meat dish), Local pork preparations, Street snacks at markets",8.0,"['city walks and cafes', 'market shopping', 'shillong', 'short drives to viewpoints and nearby falls']"
Cherrapunji & Mawsmai Area (Sohra region),,,Attraction,4.3,0.0,2.0,Morning,cherrapunji_and_mawsmai_area___,https://placehold.co/800x600/png?text=Voyara,,,"Waterfall viewpoint visits, Cave walks (easy sections at Mawsmai), Short hikes to viewpoints, Monsoon rain experience (with care)","Less crowded viewpoints off main road, Small local homestays with valley views",Shillong Airport / Guwahati,Guwahati,"Jadoh and Khasi pork dishes, Local teas and snacks",8.0,"['cave walks (easy sections at mawsmai)', 'cherrapunji & mawsmai area (sohra region)', 'monsoon rain experience (with care)', 'short hikes to viewpoints', 'waterfall viewpoint visits']"
Dawki & Shnongpdeng,,,Attraction,4.3,0.0,2.0,Morning,dawki_and_shnongpdeng__,https://placehold.co/800x600/png?text=Voyara,,,"Crystal-clear river boating, Kayaking, snorkelling and cliff jumping with operators, Camping by riverside (seasonal), Short walks and suspension bridge views","Early-morning boat rides before crowds, Less busy camps slightly away from main Dawki bridge zone",Shillong Airport / Guwahati,Guwahati,"Simple rice and meat/fish thali from local eateries, Local tea and snacks",7.0,"['camping by riverside (seasonal)', 'crystal-clear river boating', 'dawki & shnongpdeng', 'kayaking', 'short walks and suspension bridge views', 'snorkelling and cliff jumping with operators']"
Krang Suri Falls,,,Attraction,4.3,0.0,2.0,Morning,krang_suri___,https://placehold.co/800x600/png?text=Voyara,,,"Guided swimming in designated safe area (with life jackets where allowed).[web:224], Photography from walkways and viewpoints.[web:224], Picnics and relaxation near falls",Early-morning visits with fewer crowds and best light.[web:224],Shillong Airport / Guwahati,Guwahati,Simple rice plates and snacks from local eateries,7.0,"['guided swimming in designated safe area (with life jackets where allowed).[web:224]', 'krang suri falls', 'photography from walkways and viewpoints.[web:224]', 'picnics and relaxation near falls']"
Rishikesh,,,Attraction,4.3,0.0,2.0,Morning,rishikesh__,https://placehold.co/800x600/png?text=Voyara,,,"Ganga Aarti participation, Yoga and meditation courses, River rafting and camping (seasonal), Cafe hopping with Ganga views","Quiet riverside ashrams away from main market, Small viewpoints on trails towards waterfalls like Neer Gaddu",Dehradun (Jolly Grant) Airport,Rishikesh / Haridwar (major),"Local thali, Street-side chaat, Cafe-style healthy bowls",8.0,"['cafe hopping with ganga views', 'ganga aarti participation', 'rishikesh', 'river rafting and camping (seasonal)', 'yoga and meditation courses']"
Haridwar,,,Attraction,4.3,0.0,2.0,Morning,haridwar__,https://placehold.co/800x600/png?text=Voyara,,,"Taking dips in Ganga at designated ghats, Attending evening Aarti, Temple visits, Shopping for religious items and sweets","Quieter ghats slightly away from Har Ki Pauri, Old city lanes with traditional shops",Dehradun (Jolly Grant) Airport,Haridwar Junction,"Kachori and puri-sabzi, Local sweets like peda and jalebi",8.0,"['attending evening aarti', 'haridwar', 'shopping for religious items and sweets', 'taking dips in ganga at designated ghats', 'temple visits']"
Amritsar,,,Attraction,4.3,0.0,2.0,Morning,amritsar__,https://placehold.co/800x600/png?text=Voyara,,,"Golden Temple darshan and langar, Evening border flag ceremony visit, Heritage and food walks in old city","Quiet corners of sarovar at off-peak hours, Small traditional eateries in old lanes","Sri Guru Ram Dass Jee International Airport, Amritsar",Amritsar Junction,"Amritsari kulcha, Chole bhature, Lassi, Amritsari fish (non-veg)",8.0,"['amritsar', 'evening border flag ceremony visit', 'golden temple darshan and langar', 'heritage and food walks in old city']"
Kanatal,,,Attraction,4.3,0.0,2.0,Morning,kanatal__,https://placehold.co/800x600/png?text=Voyara,,,"Easy hikes and village walks, Camping and bonfires (in season), Short drives to viewpoints","Forest trails around Kanatal ridge, Small homestays with valley-facing sit-outs",Dehradun (Jolly Grant) Airport,Rishikesh / Dehradun,"Garhwali dal and mandua-based dishes, Simple homely thalis",8.0,"['camping and bonfires (in season)', 'easy hikes and village walks', 'kanatal', 'short drives to viewpoints']"
